text,label
该车右后门锁不住，我站维修技师检查为后门线束故障，更换后门线束-右后试车，故障排除。,0.82
车辆底盘漏油经技师检查发现为半轴油封总成故障更换后故障排除,0.68
车辆行驶中四驱灯偶发性自动亮起，更换组合仪表总成,0.65
检查油封漏油，客户反应车辆在使用时发现底盘有油迹，到店师父进行检查确认为半轴油封总成-左密封不良导致漏油，更换后故障排除,0.72
该车行驶70迈-80迈之间时踩刹车时方向盘抖动，经维修技师检测，制动盘跳动量过大，而且制动盘各测量点的厚度差过大，判断为制动盘故障，更换制动盘后故障排除.望老师批准 谢谢,0.71
发动机运行时前舱有昂昂异响，转速变化及压缩机吸合异响未发生明显变化，听诊器确认异响产生自压缩机，拆下压缩机手盘皮带盘有明显异响，压缩机轴承磨损导致异响，更换处理,0.68
右后尾灯闪烁特别快，经技师检查发现属右侧尾灯内部故障所致，需更换,0.79
1.车辆行驶的时候车辆跑偏，技师确认故障存在。2.技师检查发现前轮松动.拆卸右前轮发现右前轮轴承被高温烧焦，导致前轮轴承与转向节烧死拆卸不出无法更换轴承。3.更换右前转向节.轮毂轴承等故障排除。,0.31
客户反映四驱低速时，分动箱有打齿异响，切入不顺畅，切入后有咔咔声，拆开分动箱检查发现分动箱里链条在低速时会撞击分动箱壳，判断为更换分动箱总成。,0.62
该车反映车辆ABS故障灯亮，经过电脑检查显示故障码U126202 外置YRS传感器AX信号故障 U126102 外置YRS传感器AY信号故障，根据故障码检查ABS连接线束无故障，,0.71
主消声器内部故障，导致车辆加速有异响，需更换,0.72
客户车辆无法启动，VDS检测曲轴位置传感器无信号，更换传感器故障排除。,0.45
客户反映有时着车后仪表黑屏，需要熄火重新起动后才能正常使用，维修技师检查仪表线路联系正常无松动，判断组合仪表内部故障，更换组合仪表总成。,0.71
本车辆为军车，反应油底壳漏油，经维修师傅检查是油底壳密封不良导致，重新打胶密封，故障解除。,0.76
检查开空调有哒哒异响，检查为发动机皮带故障，更换发动机皮带,0.81
本车辆客户反应右前顶盖松动，经维修师傅检查发现是顶棚固定装置损坏，螺丝拧不动，而且松动，判断损坏，无法修复，建议更换前顶盖总成-右，和前顶盖中间密封条，故障解除,0.75
客户致电本部有二台勇士改车辆需要首次保养及全车检测。,0.91
车辆行驶时60迈时抖动，经检查是前制动盘磨损导致，测量左右制动盘跳动量，更换左右前制动盘故障消除,0.71
客户反映车辆右后门线束断开，车辆关闭不良，经过检测右后门节点丢失，故障码U020200，排查为右后门门包线束断裂，建议更换排除故障。,0.79
此车为救援车辆，因要换发动机，所以车辆留在本店，客户打电话反应车辆还有其他问题，经过检查发现坡度仪不准，油液漏了，需更换坡度仪,0.65
客户反应左后门外拉手掉漆，检查无碰撞痕迹，判断为出厂时喷漆不良导致，更换左后门外拉手,0.86
检查右后门从里面打不开，客户反应车辆在使用时右后门无法打开，到店师父进行检查确认为门内手柄总成-右故障导致，更换后故障排除,0.79
客户反应车辆主齿油封总成漏油，检查更换主齿油封总成,0.65
后雨刮不工作，经检测是后雨刮电机故障导致，更换后故障排除,0.75
燃油箱燃油泵总成内部故障导致油表不准，需更换后故障可排除,0.52
此车辆打方向有咯噔咯噔异响声，用听诊器听诊后判断为此声音有动力转向中间轴部位发出，判断为动力转向中间轴总成内部机械故障所致，更换动力转向中间轴总成故障排除。,0.68
车辆行驶颠簸路面时右前部异响，经检查右前下支臂球头松动异响，更换右前下支臂后故障排除。,0.71
车子进店反应空调压缩机不吸合，经过维修技师检测，发现保险丝盒压缩机内置保险丝故障，更换保险丝盒,0.63
此车压缩机皮带接口处出现毛刺，经维修技师检查判断是配件材质不良导致，需更换,0.65
该客户反映行驶中，加速时发出格登的响声，转向时伸缩运动高速转动旋转，带来冲击，造成吊臂左右损坏和变形，磨损。判定为吊臂自身的质量问题引起。更换吊臂故障解除。,0.75
车辆打方向盘时异响，经检查方向中间轴异响，更换后故障排除。,0.69
该车转向回油软管受力变形，导致压接处漏油，根据技术通讯需更换新状态的动力转向回油管总成,0.67
该车左前门锁止开关回位不良，经检查左前门锁体总成故障，需更换,0.81
用电脑检测轮速传感器右后开路，需更换ABS传感器,0.67
车辆无法着车，顾客电话救援，师傅现场检查，检测电池无故障，无法现在维修，拖车救援。回店检查发现是油泵线束短路烧断，建议索赔接线工时最小化维修,0.45
客户反映车辆启动后防滑故障灯长亮，维修人员检查发现客户所诉故障确实存在，用平板检查故障码为U012604 CAN总线SAS超时，判断为ABS泵内部故障导致，建议更换ABS 泵。,0.75
起步时行驶时偶发左后轮抱死，经检查左后制动钳分泵回位不良所致，需更换,0.51
车主进厂做常规保养时描述：车子跑高速时或是过颠簸路段时方向会跑偏车速超过80码以上车子就抖动得厉害方向盘掌握不稳另外方向机球头晃动得比较严重避免因方向机故障导致事故发生技师建议申请更换动力转向器总成,0.84
"客户反应ABS灯偶尔亮,，经过技师检查故障存在，故障码是：C003B00:右后轮速传感器开路，诊断为传感器故障，更换后轮速传感器总成-右排除故障。",0.69
左前轮毂双头螺栓断裂导致无法使用，更换后故障排除。,0.68
车辆副仪表板后盖板按下后无法收回 需更换副仪表板后盖板总成,0.67
客户反映行驶中时速40-60时，刹车时抖动，检查为前制动盘—左右不平导致，需更换前制动盘—左右,0.73
晃动左右前轮发现前轮存在径向间隙，调整后依然有间隙。判断属于左右前轮轴承磨损导致。,0.69
客户反映220电源 不工作，到店检查测试只有输入电压没有输出电压，更换220电源后故障排除,0.61
客户反映右前底盘漏油，技师检查还是半轴油封总成问题，更换后故障排除,0.65
右后门关门困难，经检查是由于右后门锁体内部机械故障导致，更换后问题解决,0.82
客户反映前大顶右侧漏水，淋水检查发现右前大顶螺栓孔处有水滴出，判断为右前大顶密封不良导致水流到室内，需更换。,0.73
胎压监测接收器故障导致胎压无显示，更换后故障排除,0.68
客户反映左前门从里无法手动解锁，技师检查为拉线故障导致，更换拉线故障解除。,0.72
客户来店反映车辆行走时左右打方向是有异响，技师检查是转向中间轴总成-上和转向中间轴总成-下连接处松动，需更换。,0.69
客户反应车辆GPS无信号无法定位，经过技师检查故障存在，诊断为GPS天线故障，更换GPS天线排除故障。,0.78
用户反映：车辆在行驶中底盘异响，经检查左吊臂断裂导致异响。更换新件后故障排除。,0.75
客户来店反映车子右后门从内往外打不开，维修人员检查确认系右后门内手柄本体存在故障，开裂，替代更换后故障排除。,0.78
本车辆客户反应左前门玻璃升降器在上升或是下降过程中有嘎登嘎登异响，经维修师傅判断为前门电动玻璃升降器-左故障，更换故障解除。,0.81
客户来店反应车辆行驶时，底盘部总会发出哒哒噪音，检修确认噪音为前传动轴十字结间隙造成，申请更换,0.69
客户反应ESP灯经常偶尔亮，经过技师检查是CAN总线SAS超时，诊断为ESP模块故障，申请更换ESP模块排除故障。,0.79
客户反映车辆在行驶中方向盘有异响，路试检查了现中间轴间隙过大造成，更换动力转向中间轴总成后故障排除，恢复正常。,0.69
车辆来店检查正常行驶到100迈时紧急制动方向盘抖动晃动，经技师检查四轮定位和四轮动平衡数据正常，用检测仪检测刹车盘出现不规则转动断定为因制动盘不规则导致，更换后故障排除,0.63
客述车辆行驶中打方向咯哒咯哒响，实车测试发现异响由中间轴损坏导致打方向异响，更换后测试故障排除。,0.67
车主反映右后门升降器不能升降，经查、后门线束-右内部接触不良属于质量原因，需更换,0.82
车辆在挂4驱时候出现异响，放变速箱油时候有铁屑，需要更换主减速器带半轴套管总成，更换主减速器带半轴套管总成之后故障排除。,0.64
客户到店告知左后尾灯进水，经我店维修技师检查，按照厂家指导操作后故障依然存在，给予客户更换左后尾灯,0.83
右后门线束磨损断裂，更换右后门线束，故障排除,0.83
经技师检查，右前半轴异响声非常大，无法正常行驶，需要更换，,0.48
客户反映左前轮发响，更换左前轮毂轴承后故障排除,0.67
该车客户反映车子启动困难，经检查确认是发电机组件电压过低导致启动时困难。,0.32
车辆冷车要着两次以上才能打着，测量油油压力时发现熄火后燃油压力下降较快 等待三十分钟后燃油压力值下降0 再次启动车辆发现燃油压力慢慢上升，多次启动后燃油压力达到正常值后车辆启动成功。 需更换燃油泵,0.56
客户反映车辆GPS无信号，经检查发现因多媒体主机质量问题导致。,0.73
客户到店告知车辆转向不稳，经我点维修技师检查，系该车轮毂及轴承总成故障导致，给予客户更换,0.65
车辆油箱盖材质不良打不开，更换油箱盖后故障排除。,0.69
该车左右前后门背门外拉手总成有掉漆现象，经检查是左右前后车门外拉手柄总成材料质量问题导致。,0.84
车主报修其车辆方向盘局部真皮表面掉皮、脱落！,0.85
客户反映车辆打方向时有咔咔咔异响，经仔细排查发现为转向管柱和十字节均有间隙大故障，更换后正常,0.71
车辆的储物盒无法正常关闭，检查发现是储物盒扣子松动，建议索赔更换储物盒总成,0.87
该车反映车辆右后门玻璃无法升降，经过检查判断右后门线束断裂导致玻璃无法升降。,0.81
行驶中底盘异响，经检测是消声器内部故障导致，更换后故障排除,0.76
车辆减速器与后传动轴连接处有油迹渗出的现象，分析为主齿油封密封不严引起渗油。,0.71
车辆副驾防晃扶手总成蒙皮脱皮，检查为装配不良需更换扶手总成,0.87
客户反映行驶中时速50.60码时踩刹车发抖，用百分表检测右边制动盘40丝，左边制动盘60丝，判定前刹车盘导致故障，更换左右前刹车盘后故障排除,0.71
客户反映车辆行驶时方向盘会传出异响。检查：方向机，减震，顶胶等均未发现异常，需更换动力转向中间轴。,0.65
客户反映车辆行驶中底盘响，经技师检查确定是其扭杆弹簧破损故障导致，无法维修，更换消除,0.63
该车反映车辆右后门线束有断裂情况，分析应是右后门线束材质故障导致其断裂。,0.81
该车气囊故障灯亮，进店检测故障码显示安全气囊线路阻值过大，倒换线束后故障消失，建议更换，请老师批准。,0.79
皮带有裂纹，经检查属皮带本身问题，需更换皮带,0.82
客户建店反映，车辆左后门锁不上，技师检查为左后门线束断裂导致，需更换左后门线束排除故障,0.81
后排座椅左总成工艺合件底部锁体故障导致座椅靠背无法回位，需更换座椅后故障可排除,0.84
左前升降器质量不良，导致升降器升降有异响，需更换,0.83
车辆到店检查车辆加速时无力，经技师检查为增压空气温度压力传感器故障，更换排除。,0.72
行驶中偶然熄火，军车技术支持来店检查为燃油箱三通管渗油，更换燃油箱总成。,0.63
该车辆机油泵部位往出渗油，检查为机油泵驱动接头由于密封不良漏油所致，重新打胶处理后故障排除。,0.61
前排预张紧安全带总成，驾驶员安全带电阻过高，更换前排预张紧安全带总成排除故障,0.84
车辆跑偏，检查发现是随动臂及支架总成有间隙，建议索赔更换随动臂及支架总成,0.51
坡度仪不准，调试后依然不准，经检查属坡度仪故障，需更换坡度仪故障排除。,0.68
该车玻璃升降不良，左后门线束断导致，配件材质不良导致，更换后故障排除。,0.85
客户反应车辆底盘漏油，经上架检查后发现回油管软管与铁管压口处渗油，更换后故障排除。,0.65
该车辆的制动管出现明显的漏油现象，需更换制动管，故障现象已经解决,0.67
车辆行驶在颠簸路面时出现咯噔咯噔异响更换动力转向中间轴总成后试车故障排除,0.69
车辆于80码左右车速时就开始有踩制动踏板顶脚，方向盘抖动现象。经技师测量发现为车辆前制动盘跳动量过大。需更换制动盘总成。,0.67
行驶颠簸路面前减振器总成阻尼失效 异响，需更换前减震器。,0.69
车主反映该车打方向异响，更换动力转向中间轴总成,0.65
左前门锁不住，经检测是左前门线束故障导致，更换后故障排除,0.79
车辆加油口门不回位，打开后盖不上，检查后确认加油口门电动执行器故障，更换新件后问题解决。,0.75
客户进站检测ABS、ESP故障灯亮，经维修技师检测属于左后轮速传感器故障，需更换。,0.78
车门左侧外拉手掉皮，脱落严重，检查为外拉手故障非人为所为，更换外拉手排除故障。,0.84
客户到店反应车辆刹车硬，经我店维修技师检查后发现属制动总泵及真空助力器总成故障，更换制动总泵及真空助力器总成后故障排除。,0.68
客户进店反映，主驾驶玻璃升降器无法工作，技师检查为主驾驶门线束断裂导致，需更换左前门线束总成排除故障,0.86
客户反映车辆打方向时方向盘感觉很重，经过检查，动力转向中间轴漏油，打胶处理，后期进店后客户反映方向还是很重，技师试车客户反映情况属实，技师确定动力转向中间轴内无油液，故需更换。,0.81
该车原地打方向异响，我站维修技师检查为中间轴故障，更换动力转向中间轴总成后试车，故障排除。,0.65
该车左前门玻璃无法升降，操作时电机工作正常，拆检发现左前门电动升降器上钢丝拉线脱离导致，建议更换，更换后，故障现象解决。,0.79
车主反应气囊灯常亮，经查、时钟弹簧内部短路导致气囊灯常亮，需更换  故障码：B1046,0.78
该车辆的机油冷却器里面出现互串现象，导致冷却液与机油互混，需更换冷却器及散热器，故障现象解决,0.63
客户反映右前底盘漏油，技师检查是半轴油封总成问题，更换后故障排除,0.65
客户反映：离合器总泵总成漏油，经我店检查确实有漏油的情况，需要更换：,0.61
该车辆空调不启动，查为发动机舱线束总成与压缩机电源线连接头烧蚀导致，需更换发动机舱线束总成后故障排除。,0.72
客户来店反桥映后有渗油现象，维修人员检查判断为后桥与主减速器连接处密封不良导致，建议做打胶处理。,0.73
该车发动机故障灯亮，加速无力，检查增压器废气门控制电磁阀总成故障导致（故障码P0234），更换后故障排除,0.74
动力转向中间轴间隙不良导致左右打转向时有嗒嗒异响，更换后故障排除,0.65
客户反映前舱有噗噗的异响，维修人员检查发现是真空泵漏气导致发出异响，建议更换真空泵,0.63
车辆起步有异响，进店检查发现传动轴万向节间隙过大导致异响，申请索赔,0.68
车辆起步加速时后桥主减速器处发出哒哒哒连续异响，与同款车比较故障车异响连续不正常，提报技术支援书回复更换主减速器总成，更换后异响消失。,0.69
车辆左后门玻璃无法正常升降。经技师检查发现为车辆左后门玻璃升降器内部钢丝缠绕。需更换左后门玻璃升降器。,0.81
客户反映车辆自动换挡手柄装饰板松动，经检查故障存在更换自动换挡手球总成故障解除。,0.81
客户进店反映开导航时GPS无信号无法使用导航，经检查是GPS天线内部故障导致，更换后故障排除,0.84
客户进站检测右前门锁不上，经维修技师检测属于右前门线束故障，需更换。,0.85
改成了的空调一点风都没有，检查发现是因为空调吸气管垫没有，导致漏氟，需更换空调吸气管，故障解决,0.49
行驶时，有时制动失灵，制动踏板发梗，经检查制动总泵及真空助力器总成损坏，更换,0.69
客户反应车子右前门锁不上，维修人员检查确认系前门锁体总成-右内部存在故障，替代更换后故障排除,0.78
客户反应车辆左前门开闭门过重，开闭困难，经过检查需更换前门下铰链总成-左,0.75
经检查该车由于流媒体内后视镜总成内部故障导致花屏，需要更换流媒体内后视镜总成。,0.79
该车怠速时机器共振，维修技师检查发现发动机左右悬置故障，更换后故障排除,0.65
右组合尾灯在下雨天会有进水的迹象，详情请见附件。,0.78
该车左后视镜镜片能上下调节不动，左右调节好使，右后视镜好使，经过检查发现左后视镜故障导致。,0.81
车辆行驶中打方向时有咯咯的异响，经检查为转向中间轴故障引起。,0.66
车辆侧滑灯亮，经技师检查为驾驶辅助开关故障，更换排除。,0.76
启动车辆行驶时或倒车时，倒车影像反应慢及不回位，需更换主机。,0.65
行驶中挂四驱异响，经检测是前传动轴十字架旷动导致，更换后故障排除,0.69
车辆发动机渗漏防冻液，检查为水泵密封不良漏水，更换水泵,0.62
客户到店反映车窗升降失灵，经检查需更换车声控制模块,0.81
此车辆底盘漏油，检查为动力转向回油管由于材质不佳密封不良漏油所致，更换动力转向回油管总成故障排除。,0.67
左后门线束磨损断裂，更换左后门线束，故障排除,0.83
客户反应空调不凉，维修技师检查为空调排气管螺栓松动导致，紧固后故障排除，添加制冷剂。,0.79
右后门线束短路导致右后门玻璃不能升降，更换右后门线束总成后故障消除,0.81
